"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2023-06-09","772.79","774.66","777.81","770.98","","0.47%"
"2023-06-08","769.17","782.42","782.95","763.90","","-2.18%"
"2023-06-07","786.29","787.85","795.39","773.04","","0.29%"
"2023-06-06","784.05","774.28","786.95","772.85","","0.85%"
"2023-06-05","777.48","766.81","777.53","763.18","","2.59%"
"2023-06-02","757.85","747.17","757.85","745.45","","1.39%"
"2023-06-01","747.48","746.76","750.68","745.12","","-0.08%"
"2023-05-31","748.06","745.66","753.01","739.99","","0.06%"
"2023-05-30","747.61","734.47","748.24","730.95","","1.93%"
"2023-05-29","733.46","733.88","739.19","729.75","","1.07%"
"2023-05-26","725.69","735.47","736.41","725.69","","-1.53%"
"2023-05-25","736.97","747.30","747.30","734.03","","-1.22%"
"2023-05-24","746.04","743.70","754.57","743.15","","-0.34%"
"2023-05-23","748.60","758.50","764.56","744.80","","-0.57%"
"2023-05-22","752.90","748.03","753.01","743.82","","0.72%"
"2023-05-19","747.55","741.69","749.07","738.15","","1.16%"
"2023-05-18","739.00","749.79","752.65","738.21","","-1.11%"
"2023-05-17","747.28","745.57","750.53","744.86","","0.11%"
"2023-05-16","746.46","751.80","755.09","742.81","","-0.41%"
"2023-05-15","749.50","747.67","749.99","741.46","","0.24%"
"2023-05-12","747.70","753.05","753.05","746.18","","-1.16%"
"2023-05-11","756.49","756.94","760.57","755.48","","0.54%"
"2023-05-10","752.42","760.55","760.55","751.75","","-1.08%"
"2023-05-09","760.64","756.15","764.56","755.83","","0.73%"
"2023-05-08","755.11","748.21","756.18","747.90","","1.47%"
"2023-05-02","744.15","738.89","745.00","735.41","","0.33%"
"2023-05-01","741.72","750.03","751.47","740.92","","-0.47%"
"2023-04-28","745.24","743.70","746.13","738.07","","1.01%"
"2023-04-27","737.81","736.54","741.21","735.87","","-0.10%"
"2023-04-26","738.57","744.22","745.64","736.47","","-1.63%"
"2023-04-25","750.83","754.85","756.58","749.58","","-0.40%"
"2023-04-24","753.82","754.16","760.03","753.82","","0.12%"
"2023-04-21","752.88","764.31","764.31","750.49","","-1.74%"
"2023-04-20","766.20","760.67","772.55","760.67","","0.35%"
"2023-04-19","763.49","763.94","766.73","759.82","","-0.28%"
"2023-04-18","765.62","756.20","767.94","756.20","","1.32%"
"2023-04-17","755.61","755.05","759.49","753.01","","-0.13%"
"2023-04-14","756.57","756.65","758.51","754.94","","0.77%"
"2023-04-13","750.77","741.52","751.73","740.98","","0.73%"
"2023-04-12","745.36","741.47","745.86","740.75","","0.13%"
"2023-04-11","744.42","744.04","750.52","743.74","","0.70%"
"2023-04-10","739.22","733.52","743.33","732.88","","1.20%"
"2023-04-07","730.43","737.95","739.41","727.10","","-0.46%"
"2023-04-06","733.83","732.35","736.05","730.72","","-0.65%"
"2023-04-05","738.65","747.15","750.75","738.47","","-2.02%"
"2023-04-04","753.91","760.37","761.74","753.00","","-1.16%"
"2023-04-03","762.78","755.71","766.28","755.71","","1.78%"
"2023-03-31","749.45","751.85","754.02","745.96","","0.27%"
"2023-03-30","747.46","749.28","752.17","745.00","","0.13%"
"2023-03-29","746.47","737.77","746.98","737.51","","0.79%"
"2023-03-28","740.62","749.82","751.62","739.70","","-1.42%"
"2023-03-27","751.30","753.82","755.29","749.53","","-0.46%"
"2023-03-24","754.75","754.59","755.53","744.98","","0.03%"
"2023-03-23","754.49","738.64","754.61","735.42","","1.19%"
"2023-03-22","745.61","742.61","752.26","742.61","","1.86%"
"2023-03-20","731.98","762.52","763.42","731.98","","-4.01%"
"2023-03-17","762.59","743.45","764.42","743.45","","3.52%"
"2023-03-16","736.65","730.95","737.43","725.60","","-0.77%"
"2023-03-15","742.40","748.28","750.81","740.56","","0.55%"
"2023-03-14","738.35","749.19","750.73","736.92","","-2.31%"
"2023-03-13","755.84","749.72","756.70","745.20","","-0.83%"
"2023-03-10","762.19","771.79","774.40","761.58","","-1.82%"
"2023-03-09","776.34","775.31","778.50","769.36","","0.33%"
"2023-03-08","773.82","766.92","774.99","766.06","","0.08%"
"2023-03-07","773.24","763.90","774.35","763.65","","0.95%"
"2023-03-06","765.94","764.18","768.48","763.57","","0.96%"
"2023-03-03","758.64","752.10","759.11","751.93","","1.29%"
"2023-03-02","748.96","745.37","749.19","743.07","","0.49%"
"2023-03-01","745.34","748.36","749.86","740.68","","-0.45%"
"2023-02-28","748.68","740.31","752.07","739.25","","1.69%"
"2023-02-27","736.23","741.86","743.70","734.83","","-1.68%"
"2023-02-24","748.84","753.37","754.28","746.49","","-0.52%"
"2023-02-22","752.75","755.08","757.08","749.92","","-1.52%"
"2023-02-21","764.34","769.04","771.55","764.19","","-0.34%"
"2023-02-20","766.97","765.19","768.07","756.81","","0.12%"
"2023-02-17","766.05","773.78","776.49","764.48","","-1.79%"
"2023-02-16","780.04","770.15","782.22","769.11","","1.96%"
"2023-02-15","765.07","772.94","774.96","762.70","","-0.96%"
"2023-02-14","772.46","768.40","774.02","766.38","","1.07%"
"2023-02-13","764.32","774.21","774.61","762.97","","-2.11%"
