コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
1515,2022/03,197732000000,126371000000,108145000000,99391000000,15922000000,4817000000,7217.2,60.7,149082000000,15715000000,16605000000,9279000000,557.72,7.73,4.69
1518,2022/03,67837000000,35537000000,35237000000,20547000000,3967000000,7860000000,2723.7,52.2,46592000000,8417000000,8595000000,5396000000,414.8,15.23,7.95
151A,2022/06,2339775000,795486000,794812000,784812000,-,527496000,110.39,34,4009532000,-84755000,23783000,11494000,1.6,1.45,0.49
153A,2022/12,718300000,191285000,191285000,136285000,-,250000000,33.52,26.6,769468000,217830000,219854000,249960000,43.8,130.67,34.8
155A,2022/12,1736119000,438430000,438034000,388034000,150000000,355172000,51.53,25.2,4939952000,302037000,332463000,285311000,33.57,65.13,16.43
156A,2022/08,2809386000,993398000,992958000,531528000,-,805170000,101.04,35.3,4177862000,417319000,397620000,208281000,21.19,20.98,7.41
157A,2022/06,810145000,518246000,518066000,624916000,-,70810000,162.4,63.9,1397007000,52817000,51071000,38752000,12.15,7.48,4.78
1605,2022/12,6448414000000,4068560000000,3807381000000,2521998000000,75878000000,1194369000000,3568.12,59,2316086000000,1503667000000,1441995000000,498452000000,364.73,10.7,7.73
160A,2022/03,11814216000,1683706000,1683706000,1478106000,1876200000,2815624000,555.68,14.3,11518245000,240631000,297877000,484939000,160.05,28.8,4.1
1662,2022/03,471941000000,402770000000,323602000000,310592000000,-,510000000,1335.97,78.7,249140000000,19809000000,43674000000,-30988000000,-109.12,-,-
1663,2022/12,109823000000,86385000000,83151000000,62466000000,371000000,582000000,3161,76.6,106200000000,7304000000,7931000000,4766000000,179.24,5.67,4.34
168A,2022/01,2091916000,176381000,176381000,-26618000,-,1188878000,167.98,8.4,2106971000,-4957000,17907000,14991000,14.28,8.5,0.72
1711,2022/03,921661000,596609000,594428000,-3268237000,-,-,73.95,64.6,1034970000,-260694000,-298344000,-333788000,-55.15,-,-
1712,2022/02,21279000000,15226000000,14053000000,9703000000,830000000,1118000000,854.1,67.4,17082000000,2102000000,2112000000,1252000000,74.52,8.73,5.88
1716,2022/06,19408371000,15854200000,15045106000,14271484000,-,177605000,1322.79,77.4,20949144000,2502046000,2704274000,1580021000,138.83,10.52,8.14
1717,2022/03,5718924000,4283727000,4270479000,3746630000,-,-,371.54,74.7,4260273000,865391000,865567000,606270000,52.99,14.2,10.6
1718,2022/12,30998703000,16612269000,14551472000,13191210000,1749000000,1500716000,13366.56,47.1,30758899000,1102197000,1181040000,734690000,672.07,5.03,2.37
1719,2022/03,295332000000,141682000000,137766000000,114124000000,16676000000,7640000000,833.99,47.7,340293000000,26600000000,25838000000,17671000000,98.84,12.54,5.98
1720,2022/03,237811000000,93064000000,86471000000,67309000000,97000000,22334000000,883.1,38.9,258083000000,-6078000000,-5132000000,-7459000000,-71.26,-,-
1721,2022/03,524062000000,343489000000,341006000000,279157000000,31845000000,486000000,2761.14,64.5,589028000000,42963000000,44036000000,29208000000,235.5,8.64,5.57
1723,2022/03,38571000000,28865000000,28215000000,27790000000,-,-,1802.24,74.8,31669000000,4074000000,4139000000,3029000000,189.14,10.49,7.85
1724,2022/12,11333000000,5332000000,5176000000,3566000000,2300000000,409000000,1149.88,47.1,9965000000,414000000,438000000,294000000,63.53,5.51,2.59
1726,2022/03,33961000000,13296000000,13091000000,7429000000,5500000000,2800000000,292.04,38.8,35899000000,2289000000,2296000000,1527000000,33.84,11.58,4.5
1730,2022/03,3300862000,1411449000,1410733000,1022686000,-,457029000,413.46,42.8,3594613000,-73278000,-65856000,-52066000,-15.25,-,-
1734,2022/03,9186147000,208135000,185780000,-1311878000,3700000000,-,330.03,2.3,16764177000,-2741628000,-2588925000,-2787443000,-4419.92,-,-
1736,2022/03,26767607000,17863227000,17168599000,16236625000,965308000,249410000,3327.75,65.3,25410370000,1923854000,2027792000,1349816000,257.12,7.73,5.04
1738,2022/03,6512377000,3921910000,3899628000,3569627000,510000000,118432000,967.63,60.2,9305794000,407623000,432607000,261149000,64.43,6.66,4.01
1739,2022/06,26324242000,7521980000,7521980000,6800858000,8338100000,5181412000,1235.88,28.6,31482010000,2051166000,1942376000,1271949000,208.98,16.91,4.83
173A,2022/03,4743742000,1222679000,1200995000,1105348000,-,-,283.68,25.8,3647094000,385777000,409138000,931565000,216.14,76.19,19.64
1743,2022/09,12703288000,8109261000,8045453000,5453584000,600000000,-,3565.55,63.8,10079794000,873274000,913330000,561601000,246.93,6.93,4.42
1757,2022/03,1773795000,792308000,765799000,-13750423000,-,-,2.97,43.2,2848789000,-374145000,-842314000,-914978000,-3.64,-,-
1758,2022/01,10556130000,7868841000,7666028000,7320320000,-,-,3822.01,74.5,12933901000,575896000,655299000,474025000,231.34,6.02,4.49
175A,2022/03,1051061000,662943000,662943000,-342756000,150000000,-,493.26,63.1,1103122000,-21043000,-20011000,-33100000,-24.63,-,-
1762,2022/03,236719000000,121471000000,121689000000,115892000000,17200000000,-,3487.59,51.3,263907000000,11225000000,11490000000,6727000000,193.2,5.54,2.84
1764,2022/06,14094086000,4678487000,4658538000,3413533000,1530000000,1116729000,3708.82,33.2,17009363000,240168000,204043000,121056000,100.57,2.59,0.86
1766,2022/04,194153000000,113424000000,113258000000,108641000000,-,-,8436.4,58.4,311586000000,15039000000,15361000000,10275000000,764.23,9.06,5.29
1768,2022/03,11290769000,8113475000,8006303000,6925787000,-,-,1110.62,71.9,17158961000,1107506000,1164478000,800147000,109.36,9.86,7.09
176A,2022/03,15360678000,5289355000,5271696000,4188005000,500000000,2709500000,289.73,34.3,30990007000,1849227000,1714458000,1519298000,83.5,28.82,9.89
1770,2022/03,27190870000,15519165000,14923643000,14298525000,955000000,-,1699.36,57.1,27708983000,1901058000,2047161000,1372498000,150.35,8.84,5.05
1771,2022/09,13104511000,7968946000,7672670000,6570457000,115200000,444800000,1581.08,60.8,16839280000,926906000,989669000,323581000,64.2,4.06,2.47
1775,2022/03,62654000000,33666000000,32957000000,24380000000,191000000,-,3663.11,52.6,82050000000,6592000000,6706000000,4607000000,512.29,13.99,7.35
1776,2022/03,26693000000,12971000000,12810000000,10013000000,-,-,1420.92,48.6,31535000000,933000000,949000000,627000000,68.69,4.83,2.35
1777,2022/03,19025000000,10430000000,10407000000,8439000000,-,-,871.69,54.8,23604000000,1268000000,1286000000,850000000,71.05,8.15,4.47
177A,2022/03,5595281000,2216895000,2187098000,1434636000,900000000,1064800000,532.27,39.6,3947089000,969581000,917837000,587675000,141.1,26.51,10.5
1780,2022/03,23247710000,16511258000,15992568000,11939488000,-,-,872.35,71,27946370000,2208413000,1624059000,775313000,40.96,4.7,3.34
1783,2022/09,7471517000,5227670000,5145136000,-6016068000,460000000,12830000,30.64,68.9,5027291000,75611000,50951000,-803640000,-5.75,-,-
1786,2022/03,60952000000,38989000000,38713000000,37718000000,1200000000,3199000000,335.62,64,60726000000,5308000000,5460000000,3778000000,32.48,9.69,6.2
1787,2022/03,10860140000,7641856000,7533564000,6286150000,-,-,3101.54,70.4,12909735000,1062997000,1095756000,763789000,312.19,9.99,7.03
1788,2022/06,4769155000,2833959000,2787340000,1478664000,-,-,4634.27,59.4,6751723000,252537000,276783000,186402000,305.28,6.58,3.91
1789,2022/09,6569889000,2670133000,2845421000,1094063000,691000000,906909000,419.07,40.6,6688406000,266500000,263684000,212724000,33.4,7.97,3.24
1793,2022/03,90912000000,66934000000,64600000000,55943000000,-,-,4500.87,73.6,71276000000,2337000000,2545000000,1784000000,117.4,2.67,1.96
1795,2022/09,6544767000,4453227000,4466111000,2388505000,-,119698000,5079.89,68,6959599000,198502000,232940000,191409000,218.58,4.3,2.92
1798,2022/03,27479840000,12096795000,11982838000,8965967000,1600000000,-,5509.82,44,38840350000,1608861000,1661816000,1574312000,717.69,13.01,5.73
1799,2022/03,73097861000,65403199000,62973589000,57026811000,-,-,3220.04,89.5,42748375000,2794163000,3328960000,2596513000,127.76,3.97,3.55
1801,2022/03,1956200000000,872835000000,743609000000,591383000000,97901000000,66279000000,4335.77,44.4,1543240000000,96077000000,103247000000,71436000000,350.88,8.22,3.65
1802,2022/03,2422085000000,988913000000,775144000000,677559000000,62785000000,94590000000,1333.09,39.5,1922884000000,41051000000,49844000000,39127000000,54.55,4.09,1.62
1803,2022/03,2128356000000,875172000000,666959000000,592199000000,130609000000,99945000000,1116.89,38.7,1482961000000,45145000000,50419000000,47761000000,64.09,5.79,2.24
1805,2022/03,114632000000,43872000000,42797000000,31621000000,3157000000,13037000000,2293.06,38.3,117665000000,4575000000,4212000000,3219000000,168.27,7.34,2.81
1807,2022/03,32632900000,19107464000,17158903000,14923177000,-,89866000,3132.72,58.3,37452224000,2489624000,2569008000,1728339000,297.1,9.08,5.3
1808,2022/03,1081907000000,417667000000,422689000000,392149000000,-,190000000000,1520.73,38.6,909708000000,82702000000,81871000000,54490000000,198.31,13.05,5.04
1810,2022/03,68428000000,42879000000,39807000000,36166000000,-,-,1447.59,62.7,82468000000,2415000000,2779000000,1792000000,58.92,4.18,2.62
1811,2022/03,155098000000,74303000000,54291000000,50590000000,8050000000,5500000000,10374.25,47.9,101903000000,2247000000,3425000000,1812000000,252.99,2.44,1.17
1812,2022/03,2337741000000,953566000000,809114000000,731275000000,174731000000,95173000000,1920.45,40.5,2079695000000,123382000000,152103000000,103867000000,208,10.98,4.44
1813,2022/03,51901000000,30350000000,29943000000,11812000000,3120000000,125000000,1968.87,57.7,66778000000,3297000000,3381000000,2063000000,135.11,6.89,3.97
1814,2022/03,48662000000,20629000000,20215000000,15995000000,100000000,102000000,1967.91,42.4,69645000000,2708000000,2712000000,1816000000,173.2,8.8,3.73
1815,2022/03,173079000000,63931000000,51474000000,28901000000,23252000000,5723000000,4203.43,36.7,151551000000,5247000000,6224000000,4706000000,303.08,7.41,2.72
1820,2022/03,477613000000,157715000000,145459000000,158485000000,43039000000,-,3833.68,31.7,323754000000,23540000000,23497000000,15103000000,312.33,9.98,3.16
1821,2022/03,394073000000,99701000000,93811000000,85714000000,1988000000,57806000000,584.74,23.2,403275000000,-7459000000,-8340000000,-7022000000,-44.93,-,-
1822,2022/03,169621000000,74493000000,72636000000,56753000000,2950000000,-,4204.52,43.3,156520000000,8857000000,9316000000,5987000000,346.23,8.16,3.53
1826,2022/03,25837000000,14554000000,13583000000,9651000000,232000000,20000000,937.99,56.3,26660000000,741000000,739000000,355000000,22.88,2.44,1.37
1827,2022/03,82190000000,35576000000,33057000000,26630000000,480000000,200000000,1001.69,41.9,96470000000,-840000000,-627000000,-1594000000,-46.38,-,-
1828,2022/03,35093983000,19367765000,19525784000,17172165000,500000000,600000000,1809.92,55.2,42526149000,2814210000,2898184000,1872869000,175.02,9.67,5.34
1832,2022/03,42776000000,26895000000,25936000000,19178000000,-,-,1298.06,62.9,59626000000,1322000000,1475000000,988000000,47.69,3.67,2.31
1833,2022/03,332348000000,167425000000,139727000000,101710000000,9480000000,5112000000,4540.21,50.2,242458000000,12647000000,14012000000,12541000000,334.09,7.51,3.77
1835,2022/03,136669553000,98525154000,94273230000,93006836000,-,-,2821.32,71.1,114718102000,7261201000,7576468000,5326203000,154.72,5.48,3.9
1840,2022/10,21646174000,12093942000,12162794000,777421000,-,-,483.81,55.9,34716654000,148260000,228425000,230423000,9.22,1.91,1.06
1841,2022/03,14105000000,11102304000,11002629000,10720016000,220175000,132309000,3096.9,78.7,8119000000,119087000,174000000,131000000,36.6,1.18,0.93
1844,2022/07,9538312000,4481719000,4403442000,960424000,322359000,2919792000,294.43,46.2,5244819000,314178000,317778000,254910000,17.07,5.79,2.67
1847,2022/03,57617000000,26798000000,26456000000,21939000000,1534000000,4363000000,3689.02,46.5,83776000000,4674000000,4636000000,2985000000,411.33,11.15,5.18
1848,2022/03,27786000000,9830000000,9877000000,6103000000,3053000000,1826000000,553.92,35.4,27301000000,1048000000,1111000000,775000000,43.68,7.88,2.79
184A,2022/04,192665000,77792000,77792000,-152452000,-,30060000,37.62,40.4,290457000,-47739000,-47897000,-60200000,-29.11,-,-
1850,2022/03,32445000000,12670000000,12429000000,8729000000,3834000000,613000000,439.51,39.1,37189000000,1931000000,1869000000,1310000000,45.44,10.34,4.04
1852,2022/03,90537000000,42873000000,41415000000,29648000000,2506000000,6532000000,522.89,46.6,135478000000,4835000000,4904000000,3748000000,46.46,8.88,4.14
1853,2022/03,25413000000,13966000000,13936000000,12099000000,800000000,-,426.45,55,31319000000,1902000000,1855000000,1255000000,38.32,8.99,4.94
1860,2022/03,761199000000,319042000000,240152000000,199155000000,59969000000,38991000000,1027.11,41.6,501509000000,24385000000,28111000000,18560000000,60.43,5.86,2.44
1861,2022/03,371096000000,169302000000,165589000000,114967000000,3145000000,9007000000,3751.06,45.6,425216000000,22743000000,23732000000,15850000000,342.13,9.36,4.27
1866,2022/03,65500000000,37501000000,34796000000,24443000000,4000000000,-,5966.13,56.5,60103000000,2394000000,2864000000,1739000000,280.41,4.7,2.65
1867,2022/03,43632596000,24176627000,24220473000,13711471000,2172328000,350732000,3645.27,55.3,47678451000,2293406000,2375267000,1440697000,217.7,5.97,3.3
1869,2022/03,96159000000,59704000000,52247000000,49779000000,1318000000,2014000000,2356.02,61.9,82957000000,7011000000,7313000000,5308000000,210.27,8.92,5.52
186A,2022/04,20125497000,14091753000,14091753000,-487614000,943566000,500000000,172.04,70,910368000,-6404277000,-,-5484122000,-66.95,-,-
1870,2022/03,116423000000,57532000000,62279000000,49124000000,25400000000,5000000000,1338.1,49.4,93090000000,6169000000,6174000000,4842000000,112.18,8.42,4.16
1871,2022/03,93100000000,45533000000,42938000000,31004000000,6008000000,4000000000,974.36,48.9,109639000000,6618000000,6647000000,4539000000,97.25,9.97,4.88
1873,2022/10,47540000000,23239000000,22947000000,19053000000,2320000000,4827000000,572.92,48.2,42778000000,2523000000,2329000000,1474000000,36.85,6.43,3.1
1878,2022/03,1005879000000,365787000000,369882000000,319133000000,-,70582000000,5300.73,36.5,1583003000000,99594000000,103671000000,69580000000,1021.42,19.25,6.92
1879,2022/03,140177000000,91613000000,91478000000,84972000000,-,-,1567.11,65.4,107092000000,15549000000,15583000000,10796000000,184.67,11.78,7.7
1882,2022/03,84691000000,50466000000,46383000000,33419000000,1328000000,586000000,1030.28,57.9,112118000000,5516000000,5590000000,3714000000,76.54,7.57,4.39
1884,2022/03,152194000000,95006000000,93240000000,66425000000,3000000000,5200000000,2158.7,62.3,156379000000,8202000000,8582000000,5667000000,128.95,5.97,3.72
1885,2022/03,212916000000,86725000000,80037000000,43543000000,18875000000,10937000000,984.91,40.4,219814000000,9874000000,10138000000,7385000000,95.7,8.58,3.47
1887,2022/05,154724000000,79946000000,77823000000,56427000000,1151000000,24101000000,900.87,51.2,126790000000,7957000000,8398000000,7389000000,84.48,9.34,4.78
1888,2022/03,81479000000,38355000000,33805000000,19819000000,2398000000,3785000000,2908.91,45.5,89164000000,6834000000,6781000000,4736000000,371.39,12.77,5.81
1890,2022/03,135582000000,69899000000,64886000000,44931000000,2869000000,2722000000,724.81,50.2,152524000000,9616000000,9139000000,5863000000,62.39,8.61,4.32
1892,2022/03,44502000000,17059000000,17261000000,11908000000,1584000000,2372000000,8157.27,38.2,66965000000,2593000000,2607000000,1679000000,805.99,9.87,3.77
1893,2022/03,467364000000,159786000000,152257000000,103984000000,29109000000,23447000000,559.85,34.1,458231000000,15939000000,15659000000,10753000000,37.72,6.74,2.3
1897,2022/12,19991000000,17254000000,15400000000,17151000000,-,-,7849.23,84.6,9898000000,146000000,287000000,190000000,88.13,1.12,0.95
1898,2022/03,78295000000,40497000000,40266000000,40248000000,107000000,6900000000,1082.3,51.7,85132000000,4418000000,4358000000,3304000000,84.79,8.16,4.22
1899,2022/12,134351000000,78504000000,77329000000,68250000000,2690000000,656000000,9127.4,57.9,154358000000,5208000000,5451000000,3650000000,428.14,4.69,2.72
189A,2022/05,5639280000,937888000,937888000,661018000,3672113000,561210000,611.4,16.6,930451000,234553000,234533000,145686000,94.97,15.53,2.58
1904,2022/03,40228528000,24696592000,23853319000,14159800000,-,-,3897.53,61.4,49153906000,1255907000,1700696000,974264000,151.99,3.95,2.42
1905,2022/03,17681498000,12300204000,11908450000,8380240000,-,19880000,1781.85,67.4,14817057000,466556000,516173000,357792000,53.42,3,2.02
1909,2022/03,41451742000,19700779000,16323299000,12884651000,2961134000,2153265000,2403,40.6,44793090000,2827895000,2777630000,1890844000,270.08,11.24,4.56
190A,2022/08,4498947000,4277539000,4251606000,-4117994000,-,-,120.37,94.5,-,-1844116000,-1776640000,-1779060000,-50.37,-,-
1911,2022/12,1537598000000,682554000000,526318000000,447216000000,45966000000,187807000000,3140.25,40.8,1669707000000,158253000000,194994000000,108672000000,543.8,17.32,7.07
1914,2022/03,30091000000,21109877000,20404224000,13316358000,2500000000,-,987.15,70.2,22111000000,751474000,963000000,498000000,21.97,2.36,1.65
1921,2022/03,51635000000,37659741000,34009714000,29700070000,640000000,1227500000,951.51,72.9,25301000000,3497248000,3931000000,2756000000,69.63,7.32,5.34
1925,2022/03,5521662000000,2111385000000,1921500000000,1486900000000,151421000000,758496000000,3081.07,36.6,4439536000000,383256000000,376246000000,225272000000,343.82,11.15,4.08
1926,2022/03,115885000000,80817000000,79654000000,70588000000,870000000,-,1591.18,69.7,109504000000,13236000000,13976000000,8930000000,174.11,11.06,7.71
1928,2022/01,2801189000000,1520959000000,1380740000000,940135000000,219218000000,136556000000,2184.36,52.6,2589579000000,230160000000,230094000000,153905000000,227.37,10.44,5.49
1929,2022/03,51712000000,30610000000,30365000000,22560000000,-,-,729.4,58.8,66076000000,4523000000,4626000000,3329000000,79.82,10.94,6.44
192A,2022/05,571198000,519316000,519316000,419316000,-,-,259.66,90.9,649036000,13403000,11614000,-251000,-0.13,-,-
1930,2022/03,55465000000,39861000000,39759000000,34333000000,-,-,1424.08,71.9,45928000000,3157000000,3327000000,2246000000,80.24,5.63,4.05
1934,2022/03,216016000000,129546000000,129690000000,114413000000,6268000000,4794000000,1810.83,59.9,225317000000,9492000000,10040000000,6700000000,93.69,5.17,3.1
1938,2022/03,79857670000,55504345000,53860131000,49567246000,-,-,2206.82,69.5,53231323000,3068637000,3304676000,2403153000,95.55,4.33,3.01
1939,2022/03,96517000000,54175000000,53691000000,46627000000,360000000,9390000000,1147.67,56.1,92648000000,5415000000,6145000000,3779000000,80.17,6.98,3.92
1941,2022/03,279725000000,216329000000,205840000000,208268000000,133000000,-,3868.67,76.2,190690000000,10425000000,11959000000,6682000000,120.97,3.14,2.39
1942,2022/03,470967000000,293514000000,273784000000,257625000000,6792000000,6607000000,1389.96,60.3,495567000000,30643000000,31754000000,20315000000,99.44,7.15,4.31
1944,2022/03,700259000000,511843000000,467920000000,412671000000,15988000000,52000000,2493.24,73,566794000000,37087000000,39977000000,26366000000,128.65,5.16,3.77
1945,2022/03,102982000000,64472000000,63016000000,58103000000,3819000000,4830000000,1887.84,62.8,72578000000,3158000000,3257000000,1226000000,35.82,1.9,1.19
1946,2022/03,301599000000,126596000000,118354000000,105381000000,4182000000,23463000000,1354.47,42,219617000000,14072000000,13394000000,8283000000,88.64,6.54,2.75
1948,2022/03,28460000000,18544000000,18185000000,15660000000,560000000,-,2083.12,64.9,29159000000,417000000,535000000,310000000,34.98,1.68,1.09
1949,2022/03,161036000000,93385000000,79847000000,67742000000,1609000000,1001000000,2526.97,55.5,167594000000,13005000000,13900000000,9140000000,257.41,10.22,5.68
194A,2022/06,4693466000,1013678000,1013678000,-1387609000,101926000,2651543000,127.93,21.6,4295031000,720686000,713325000,316866000,39.99,31.26,6.75
1950,2022/03,257700000000,185192000000,161669000000,145409000000,100000000,-,2803.99,66.9,173569000000,7454000000,8703000000,5222000000,84.95,3.03,2.03
1951,2022/03,535617000000,307053000000,287263000000,244892000000,30756000000,18006000000,1374.1,56.6,594840000000,42380000000,45217000000,27766000000,125.32,9.15,5.18
